,Class Number,Course Number,Subjects,Course Title,Time and Location,Enrollment,Instructor(s),View Books
2012,10541,HSSP      114B      1,"Hebrew Language, Literature, and Culture",Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
2013,10516,ENG      62B      1,"Hebrew Language, Literature, and Culture","Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
2014,10137,AAAS      124A      1,"Hebrew Language, Literature, and Culture",After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2015,10134,AAAS      155B      1,"Hebrew Language, Literature, and Culture",Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2016,6540,AAAS      159A      1,"Hebrew Language, Literature, and Culture",Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2017,7218,AAAS/HIS      154B      1,"Hebrew Language, Literature, and Culture","Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2018,10186,ED      170A      1,"Hebrew Language, Literature, and Culture",Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
2019,10067,ENG      127B      1,"Hebrew Language, Literature, and Culture","Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
2020,10499,ENG      167B      1,"Hebrew Language, Literature, and Culture","Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
2021,10113,HIST      153B      1,"Hebrew Language, Literature, and Culture",Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
2022,10117,HIST      175B      1,"Hebrew Language, Literature, and Culture",Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
2023,10541,HSSP      114B      1,"Hebrew Language, Literature, and Culture",Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
2024,7090,THA      144B      1,"Hebrew Language, Literature, and Culture",Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
2025,3196,AAAS      5A      1,Heller School for Social Policy and Management,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
2026,3614,AAAS      98A      1,Heller School for Social Policy and Management,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
2027,3610,AAAS      98A      2,Heller School for Social Policy and Management,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
2028,3612,AAAS      98A      3,Heller School for Social Policy and Management,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
2029,3616,AAAS      98A      4,Heller School for Social Policy and Management,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
2030,3676,AAAS      99D      1,Heller School for Social Policy and Management,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
2031,3678,AAAS      99D      2,Heller School for Social Policy and Management,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
2032,3680,AAAS      99D      3,Heller School for Social Policy and Management,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
2033,3682,AAAS      99D      4,Heller School for Social Policy and Management,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
2034,3684,AAAS      99D      5,Heller School for Social Policy and Management,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
2035,6472,AAAS      99D      6,Heller School for Social Policy and Management,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
2036,10942,AAAS      99D      7,Heller School for Social Policy and Management,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
2037,10952,AAAS      99D      8,Heller School for Social Policy and Management,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
2038,10985,AAAS      99D      9,Heller School for Social Policy and Management,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
2039,10137,AAAS      124A      1,Heller School for Social Policy and Management,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2040,10134,AAAS      155B      1,Heller School for Social Policy and Management,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2041,6540,AAAS      159A      1,Heller School for Social Policy and Management,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2042,7218,AAAS/HIS      154B      1,Heller School for Social Policy and Management,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2043,7198,AAAS/WGS      125A      1,Heller School for Social Policy and Management,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
2044,10134,AAAS      155B      1,Heller School for Social Policy and Management,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2045,7218,AAAS/HIS      154B      1,Heller School for Social Policy and Management,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2046,7198,AAAS/WGS      125A      1,Heller School for Social Policy and Management,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
2047,10113,HIST      153B      1,Heller School for Social Policy and Management,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
2048,10117,HIST      175B      1,Heller School for Social Policy and Management,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
2049,10137,AAAS      124A      1,Heller School for Social Policy and Management,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2050,10134,AAAS      155B      1,Heller School for Social Policy and Management,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2051,10067,ENG      127B      1,Heller School for Social Policy and Management,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
2052,10499,ENG      167B      1,Heller School for Social Policy and Management,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
2053,7090,THA      144B      1,Heller School for Social Policy and Management,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
2054,6540,AAAS      159A      1,Heller School for Social Policy and Management,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2055,7218,AAAS/HIS      154B      1,Heller School for Social Policy and Management,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2056,10186,ED      170A      1,Heller School for Social Policy and Management,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
2057,10541,HSSP      114B      1,Heller School for Social Policy and Management,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
2058,10516,ENG      62B      1,Heller School for Social Policy and Management,"Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
2059,10137,AAAS      124A      1,Heller School for Social Policy and Management,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2060,10134,AAAS      155B      1,Heller School for Social Policy and Management,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2061,6540,AAAS      159A      1,Heller School for Social Policy and Management,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2062,7218,AAAS/HIS      154B      1,Heller School for Social Policy and Management,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2063,10186,ED      170A      1,Heller School for Social Policy and Management,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
2064,10067,ENG      127B      1,Heller School for Social Policy and Management,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
2065,10499,ENG      167B      1,Heller School for Social Policy and Management,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
2066,10113,HIST      153B      1,Heller School for Social Policy and Management,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
2067,10117,HIST      175B      1,Heller School for Social Policy and Management,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
2068,10541,HSSP      114B      1,Heller School for Social Policy and Management,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
2069,7090,THA      144B      1,Heller School for Social Policy and Management,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
2070,3196,AAAS      5A      1,Hispanic Studies,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
2071,3614,AAAS      98A      1,Hispanic Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
2072,3610,AAAS      98A      2,Hispanic Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
2073,3612,AAAS      98A      3,Hispanic Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
2074,3616,AAAS      98A      4,Hispanic Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
2075,3676,AAAS      99D      1,Hispanic Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
2076,3678,AAAS      99D      2,Hispanic Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
2077,3680,AAAS      99D      3,Hispanic Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
2078,3682,AAAS      99D      4,Hispanic Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
2079,3684,AAAS      99D      5,Hispanic Studies,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
2080,6472,AAAS      99D      6,Hispanic Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
2081,10942,AAAS      99D      7,Hispanic Studies,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
2082,10952,AAAS      99D      8,Hispanic Studies,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
2083,10985,AAAS      99D      9,Hispanic Studies,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
2084,10137,AAAS      124A      1,Hispanic Studies,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2085,10134,AAAS      155B      1,Hispanic Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2086,6540,AAAS      159A      1,Hispanic Studies,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2087,7218,AAAS/HIS      154B      1,Hispanic Studies,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2088,7198,AAAS/WGS      125A      1,Hispanic Studies,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
2089,10134,AAAS      155B      1,Hispanic Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2090,7218,AAAS/HIS      154B      1,Hispanic Studies,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2091,7198,AAAS/WGS      125A      1,Hispanic Studies,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
2092,10113,HIST      153B      1,Hispanic Studies,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
2093,10117,HIST      175B      1,Hispanic Studies,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
2094,10137,AAAS      124A      1,Hispanic Studies,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2095,10134,AAAS      155B      1,Hispanic Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2096,10067,ENG      127B      1,Hispanic Studies,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
2097,10499,ENG      167B      1,Hispanic Studies,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
2098,7090,THA      144B      1,Hispanic Studies,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
2099,6540,AAAS      159A      1,Hispanic Studies,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2100,7218,AAAS/HIS      154B      1,Hispanic Studies,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2101,10186,ED      170A      1,Hispanic Studies,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
2102,10541,HSSP      114B      1,Hispanic Studies,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
2103,10516,ENG      62B      1,Hispanic Studies,"Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
2104,10137,AAAS      124A      1,Hispanic Studies,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2105,10134,AAAS      155B      1,Hispanic Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2106,6540,AAAS      159A      1,Hispanic Studies,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2107,7218,AAAS/HIS      154B      1,Hispanic Studies,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2108,10186,ED      170A      1,Hispanic Studies,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
2109,10067,ENG      127B      1,Hispanic Studies,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
2110,10499,ENG      167B      1,Hispanic Studies,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
2111,10113,HIST      153B      1,Hispanic Studies,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
2112,10117,HIST      175B      1,Hispanic Studies,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
2113,10541,HSSP      114B      1,Hispanic Studies,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
2114,7090,THA      144B      1,Hispanic Studies,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
2115,3196,AAAS      5A      1,History,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
2116,3614,AAAS      98A      1,History,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
2117,3610,AAAS      98A      2,History,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
2118,3612,AAAS      98A      3,History,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
2119,3616,AAAS      98A      4,History,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
2120,3676,AAAS      99D      1,History,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
2121,3678,AAAS      99D      2,History,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
2122,3680,AAAS      99D      3,History,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
2123,3682,AAAS      99D      4,History,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
2124,3684,AAAS      99D      5,History,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
2125,6472,AAAS      99D      6,History,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
2126,10942,AAAS      99D      7,History,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
2127,10952,AAAS      99D      8,History,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
2128,10985,AAAS      99D      9,History,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
2129,10137,AAAS      124A      1,History,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2130,10134,AAAS      155B      1,History,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2131,6540,AAAS      159A      1,History,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2132,7218,AAAS/HIS      154B      1,History,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2133,7198,AAAS/WGS      125A      1,History,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
2134,10134,AAAS      155B      1,History,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2135,7218,AAAS/HIS      154B      1,History,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2136,7198,AAAS/WGS      125A      1,History,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
2137,10113,HIST      153B      1,History,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
2138,10117,HIST      175B      1,History,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
2139,10137,AAAS      124A      1,History,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2140,10134,AAAS      155B      1,History,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2141,10067,ENG      127B      1,History,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
2142,10499,ENG      167B      1,History,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
2143,7090,THA      144B      1,History,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
2144,6540,AAAS      159A      1,History,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2145,7218,AAAS/HIS      154B      1,History,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2146,10186,ED      170A      1,History,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
2147,10541,HSSP      114B      1,History,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
2148,10516,ENG      62B      1,History,"Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
2149,10137,AAAS      124A      1,History,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2150,10134,AAAS      155B      1,History,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2151,6540,AAAS      159A      1,History,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2152,7218,AAAS/HIS      154B      1,History,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2153,10186,ED      170A      1,History,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
2154,10067,ENG      127B      1,History,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
2155,10499,ENG      167B      1,History,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
2156,10113,HIST      153B      1,History,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
2157,10117,HIST      175B      1,History,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
2158,10541,HSSP      114B      1,History,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
2159,7090,THA      144B      1,History,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
2160,3196,AAAS      5A      1,History of Ideas,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
2161,3614,AAAS      98A      1,History of Ideas,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
2162,3610,AAAS      98A      2,History of Ideas,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
2163,3612,AAAS      98A      3,History of Ideas,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
2164,3616,AAAS      98A      4,History of Ideas,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
2165,3676,AAAS      99D      1,History of Ideas,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
